index	x	y
524	524	524.4163370372539
525	525	525.2225717816403
526	526	526.663096290595
527	527	527.033386196241
528	528	528.0098397518149
529	529	529.83607197469
530	530	530.2007761793759
531	531	531.2608968358714
532	532	532.1571657953048
533	533	533.1805689210155
534	534	534.7912304798447
535	535	535.8255265201977
536	536	536.7193722405461
537	537	537.3358905313023
538	538	538.5598609482105
539	539	539.0866929830577
540	540	540.3651849108257
541	541	541.5729189469463
542	542	542.16278916865
543	543	543.206067423848
544	544	544.2114025495897
545	545	545.7824890360137
546	546	546.5991514875716
547	547	547.6122426442212
548	548	548.5700137098034
549	549	549.6082543677823
550	550	550.0009057653889
551	551	551.9748215815416
552	552	552.2906685737895
553	553	553.7779152477544
554	554	554.3046041412214
555	555	555.9641442790213
556	556	556.2786008703436
557	557	557.7581152607547
558	558	558.881374033099
559	559	559.1351041522101
560	560	560.5735664133086
561	561	561.9243158021525
562	562	562.054905314521
563	563	563.6144537676978
564	564	564.3304944339008
565	565	565.784387292357
566	566	566.8602608906639
567	567	567.7017668888237
568	568	568.1499729309462
569	569	569.2609739545704
570	570	570.2812662234352
571	571	571.8372724114453
572	572	572.5867725195099
573	573	573.2062546606251
574	574	574.1392849785867
575	575	575.4189743069683
576	576	576.8742779580355
577	577	577.6940258137139
578	578	578.2623160991286
579	579	579.947401267164
580	580	580.8061716226807
581	581	581.9970508140001
582	582	582.6663270148731
583	583	583.3215766387636
584	584	584.1767697698309
585	585	585.7484102292088
586	586	586.9009565580178
587	587	587.2270683447676
588	588	588.033176247246
589	589	589.7234536922124
590	590	590.7759349387771
591	591	591.2538766842343
592	592	592.7087839504835
593	593	593.972110731618
594	594	594.2421636587114
595	595	595.9535428562122
596	596	596.5032705806673
597	597	597.3459505415466
598	598	598.9823273317458
599	599	599.7585599754134
600	600	600.8082106381834
601	601	601.0164270020483
602	602	602.3239300065425
603	603	603.5169570695449
604	604	604.0982118863562
605	605	605.8994286632462
606	606	606.3749844909327
607	607	607.7556393161868
608	608	608.5336085550907
609	609	609.7903636118564
610	610	610.5133309151267
611	611	611.9896543038462
612	612	612.3424978369893
613	613	613.6009216812205
614	614	614.1559322122544
615	615	615.244258943557
616	616	616.204671342484
617	617	617.1774637000348
618	618	618.4246680218882
619	619	619.961005119253
620	620	620.7507442405067
621	621	621.6983578698341
622	622	622.4660204620048
623	623	623.2962412987888
624	624	624.9881775200233
625	625	625.6747629920548
626	626	626.9800429057069
627	627	627.5596939075988
628	628	628.1474791259674
629	629	629.3933089523063
630	630	630.8625658978455
631	631	631.1744714305021
632	632	632.9987943075046
633	633	633.7318337891168
634	634	634.2736593999529
635	635	635.2727325364751
636	636	636.481734626628
637	637	637.1547282544606
638	638	638.5058037868671
639	639	639.8175005393921
640	640	640.5870217803354
641	641	641.0897516497574
642	642	642.3625183381622
643	643	643.5704990355609
644	644	644.9230774990675
645	645	645.8567034427482
646	646	646.8290619603275
647	647	647.4520028060986
648	648	648.8062371840875
649	649	649.8412588005086
650	650	650.778710675526
651	651	651.5257332175322
652	652	652.5495287449174
653	653	653.1542392635023
654	654	654.2761691064892
655	655	655.1863213760016
656	656	656.3344344222406
657	657	657.3446988689641
658	658	658.2741807959546
659	659	659.5511650027755
660	660	660.0821643253435
661	661	661.1435011617472
662	662	662.5052306556844
663	663	663.1693980063853
664	664	664.1167647985384
665	665	665.9911235705359
666	666	666.6010850659488
667	667	667.9554154128047
668	668	668.9304466279891
669	669	669.9894270557804
670	670	670.326033187861
671	671	671.6099831569844
672	672	672.8128782554305
673	673	673.2317251017699
674	674	674.3649084566943
675	675	675.2066063662703
676	676	676.7359897536037
677	677	677.6979577990563
678	678	678.7973666709564
679	679	679.4055813070021
680	680	680.0487380669554
681	681	681.1990453666976
682	682	682.8201830260311
683	683	683.5399936268275
684	684	684.4629559039415
685	685	685.5068352165532
686	686	686.631928334205
687	687	687.3241229855716
688	688	688.9617144877085
689	689	689.0378828623161
690	690	690.6522361180871
691	691	691.9263067262099
692	692	692.5525121583419
693	693	693.0827159666775
694	694	694.3999317485079
695	695	695.6203563805386
696	696	696.7279528928456
697	697	697.2107200648738
698	698	698.8891794509799
699	699	699.4557527820837
700	700	700.4521487154905
701	701	701.2748761949895
702	702	702.5437717132467
703	703	703.9775606124726
704	704	704.4478051459582
705	705	705.0686150127166
706	706	706.5776195302809
707	707	707.842868411958
708	708	708.7690640013726
709	709	709.9953540994763
710	710	710.6177469900022
711	711	711.3711931399354
712	712	712.7420089235401
713	713	713.9960293752506
714	714	714.5871225042644
715	715	715.038391374072
716	716	716.4633914396481
717	717	717.8499919465235
718	718	718.9117629632259
719	719	719.8367548045081
720	720	720.8617035287375
721	721	721.2301139026656
722	722	722.8025004715338
723	723	723.0530626492508
724	724	724.5448760555271
725	725	725.6944412513403
726	726	726.3708100147869
727	727	727.4151276181434
728	728	728.5581553752249
729	729	729.3320761158188
730	730	730.2882353921539
731	731	731.7100575904313
732	732	732.802472608748
733	733	733.2715199427184
734	734	734.6320728836688
735	735	735.4732070995412
736	736	736.1414181018973
737	737	737.8194445471095
738	738	738.4123943612748
739	739	739.5303966716082
740	740	740.1921926516541
741	741	741.4178600185131
742	742	742.5362448650451
743	743	743.6901972151572
744	744	744.4991257875821
745	745	745.3971503510604
746	746	746.0185346566246
747	747	747.1581090059199
748	748	748.9651830166324
749	749	749.0837294975036
750	750	750.3804061601102
751	751	751.5077846337103
752	752	752.5411877043064
753	753	753.6586358746794
754	754	754.1701583506814
755	755	755.8755953170167
756	756	756.9383552778168
757	757	757.7098669571976
758	758	758.0281174517869
759	759	759.9528718823002
760	760	760.6964073172501
761	761	761.0733100494238
762	762	762.0951347403919
763	763	763.8358660794439
764	764	764.2755777604752
765	765	765.4780005803015
766	766	766.8142566451293
767	767	767.9241637697884
768	768	768.3360638677752
769	769	769.4209157055305
770	770	770.263665347041
771	771	771.5730058658395
772	772	772.096307973424
773	773	773.9883578245184
774	774	774.8760022954227
775	775	775.655478372553
776	776	776.4142175375463
777	777	777.3652619489418
778	778	778.3131703405996
779	779	779.0059251430171
780	780	780.8785959004063
781	781	781.4135584632186
782	782	782.8311186812883
783	783	783.6638169620733
784	784	784.117462574353
785	785	785.2729835934375
786	786	786.8372854881394
787	787	787.3985358354239
788	788	788.0170961279742
789	789	789.8078432670512
790	790	790.0108841679076
791	791	791.3229308891192
792	792	792.4494558536769
793	793	793.5335788714855
794	794	794.0471112793621
795	795	795.6937976688378
796	796	796.9801965952686
797	797	797.7611811901612
798	798	798.5576029043965
799	799	799.5706506614546
800	800	800.4481724489723
801	801	801.878317888916
802	802	802.0301500001415
803	803	803.0939219157946
804	804	804.7918390219121
805	805	805.033630317983
806	806	806.3354567579233
807	807	807.756606403892
808	808	808.3460149300973
809	809	809.1275711715282
810	810	810.7928793506165
811	811	811.4480242060831
812	812	812.8969381943937
813	813	813.3815808578968
814	814	814.9453828072765
815	815	815.0345668763429
816	816	816.5152144534549
817	817	817.0972559593476
818	818	818.1337855445867
819	819	819.3565222002613
820	820	820.4431947844557
821	821	821.3102688715297
822	822	822.6836969652509
823	823	823.6713578441284
824	824	824.3759748167314
825	825	825.1096940742538
826	826	826.2173764600315
827	827	827.5974493897357
828	828	828.9440456690863
829	829	829.0499141407314
830	830	830.6467563845182
831	831	831.3866876659814
832	832	832.9898668266047
833	833	833.836847920468
834	834	834.4909361915354
835	835	835.5964585665866
836	836	836.4511371944714
837	837	837.1017023171737
838	838	838.9360921697493
839	839	839.4413575785525
840	840	840.5034635204313
841	841	841.5754513930362
842	842	842.2365032589138
843	843	843.4534342370326
844	844	844.3228436597627
845	845	845.6095854983262
846	846	846.9718666265787
847	847	847.6114319287805
848	848	848.3817559943714
849	849	849.9885822217028
850	850	850.5713774651434
851	851	851.2067290420686
852	852	852.5156931329674
853	853	853.982986183438
854	854	854.506137587829
855	855	855.6979645525853
856	856	856.8478322714992
857	857	857.391122741774
858	858	858.6515601650121
859	859	859.5767604288873
860	860	860.4208903411234
861	861	861.8908664704153
862	862	862.8999290133673
863	863	863.2011700666031
864	864	864.4258611533909
865	865	865.8019112871369
866	866	866.9175417839045
867	867	867.4104543376287
868	868	868.8227239894841
869	869	869.4549188400969
870	870	870.8820218187307
871	871	871.4078621452535
872	872	872.0162352264139
873	873	873.4602198592983
874	874	874.9962350449757
875	875	875.100422780276
876	876	876.0481418535414
877	877	877.7892177339137
878	878	878.9627374187899
879	879	879.6653136972601
880	880	880.4444455265477
881	881	881.2922776010463
882	882	882.7913483497649
883	883	883.3868082402756
884	884	884.8066998637713
885	885	885.7426940007596
886	886	886.8530115367457
887	887	887.7081375484231
888	888	888.6287906640898
889	889	889.7929207243963
890	890	890.6557835036997
891	891	891.1877027832298
892	892	892.366469954104
893	893	893.6710812861004
894	894	894.9064796084429
895	895	895.1566431968063
896	896	896.8510760342003
897	897	897.5948043666091
898	898	898.4425573727838
899	899	899.0288395130093
900	900	900.0662886969001
901	901	901.8781448429623
902	902	902.6688823921673
903	903	903.0002947194685
904	904	904.12975896371
905	905	905.3558034352506
906	906	906.0163643662042
907	907	907.7099153797948
908	908	908.4921245056523
909	909	909.392299632213
910	910	910.7037124238162
911	911	911.8702401692003
912	912	912.0112730498064
913	913	913.7620926710404
914	914	914.270279593916
915	915	915.9314435841699
916	916	916.8783559168037
917	917	917.2378870857857
918	918	918.8518654406822
919	919	919.2487414003599
920	920	920.7427166317927
921	921	921.3008655132828
922	922	922.4380534685519
923	923	923.6854737886011
924	924	924.3295246290918
925	925	925.0037014179143
926	926	926.3582136835724
927	927	927.9054307926175
928	928	928.1326708165033
929	929	929.1118954367334
930	930	930.6345333348895
931	931	931.5671048653421
932	932	932.3777233784293
933	933	933.4271616163679
934	934	934.3715092040645
935	935	935.2937531577444
936	936	936.3216374165935
937	937	937.8768796187086
938	938	938.4743298885433
939	939	939.8420616746154
940	940	940.1347802780806
941	941	941.2057667938658
942	942	942.7641527665677
943	943	943.7356750018727
944	944	944.2706362674592
945	945	945.4855451308568
946	946	946.7902169223602
947	947	947.8579381848322
948	948	948.6427459738649
949	949	949.8583210417012
950	950	950.9993457033514
951	951	951.1871138145982
952	952	952.8920779682486
953	953	953.0263886780469
954	954	954.5130255128912
955	955	955.7539613430395
956	956	956.0796233708754
957	957	957.5046961883361
958	958	958.0545847245477
959	959	959.8777260118216
960	960	960.1927728170999
961	961	961.7716234996917
962	962	962.3185228102885
963	963	963.8070965881051
964	964	964.6777146465004
965	965	965.2122109200533
966	966	966.9292853736289
967	967	967.5858773101269
968	968	968.3903681170672
969	969	969.8995005595962
970	970	970.742398045984
971	971	971.0447649556905
972	972	972.273708838745
973	973	973.7575647751597
974	974	974.4688516681072
975	975	975.702787805146
976	976	976.6789106258694
977	977	977.1685200558246
978	978	978.8124967627492
979	979	979.0404119395157
980	980	980.551126595295
981	981	981.5781629759211
982	982	982.2593000114298
983	983	983.232434464129
984	984	984.3785931193474
985	985	985.7411117468379
986	986	986.859081563555
987	987	987.3116193928371
988	988	988.451608517541
989	989	989.6755539582227
990	990	990.8364564832617
991	991	991.3414991658582
992	992	992.1706314410886
993	993	993.7625977300529
994	994	994.1839128462315
995	995	995.4875108950943
996	996	996.8050502950211
997	997	997.8425824453428
998	998	998.0677906698861
999	999	999.1341294854119
1000	1000	1000.0369731555421
1001	1001	1001.7395254636612
1002	1002	1002.5912526902579
1003	1003	1003.8045113661327
1004	1004	1004.8149902992104
1005	1005	1005.1375799162315
1006	1006	1006.3579786316047
1007	1007	1007.4543872278142
1008	1008	1008.5343521878198
1009	1009	1009.8107675509368
1010	1010	1010.1857803412827
1011	1011	1011.103429337416
1012	1012	1012.4187056310178
1013	1013	1013.1359129411057
1014	1014	1014.0623342469745
1015	1015	1015.6929269348109
1016	1016	1016.3245362066598
1017	1017	1017.8274947420764
1018	1018	1018.8880634852634
1019	1019	1019.7769544448644
1020	1020	1020.6213853269285
1021	1021	1021.5656759259458
1022	1022	1022.6700980150249
1023	1023	1023.4149740043925
1024	1024	1024.9382910067231
1025	1025	1025.4264230508281
1026	1026	1026.9217237581727
1027	1027	1027.8679410884984
1028	1028	1028.3956077120588
1029	1029	1029.883442853888
1030	1030	1030.8987530810177
1031	1031	1031.5681137416298
1032	1032	1032.7690093925016
1033	1033	1033.6979744014054
1034	1034	1034.6506370263526
1035	1035	1035.5548710768571
1036	1036	1036.8802278145815
1037	1037	1037.7870200578366
1038	1038	1038.7669848160933
1039	1039	1039.969025744508
1040	1040	1040.6049938214007
1041	1041	1041.6680852722973
1042	1042	1042.7759539993122
1043	1043	1043.8224016700751
1044	1044	1044.8692887043746
1045	1045	1045.2996213040456
1046	1046	1046.2164261793205
1047	1047	1047.3639024611462
1048	1048	1048.861655629709
1049	1049	1049.3618181854024
1050	1050	1050.1190365922382
1051	1051	1051.596905323792
1052	1052	1052.8867348875883
1053	1053	1053.2841979628797
1054	1054	1054.3440300910788
1055	1055	1055.258884399918
1056	1056	1056.35205295529
1057	1057	1057.4452891244086
1058	1058	1058.1378910164474
1059	1059	1059.1721167902801
1060	1060	1060.687652671794
1061	1061	1061.8280344395373
1062	1062	1062.1922161333864
1063	1063	1063.2873455206181
1064	1064	1064.4591681721352
1065	1065	1065.1358054384734
1066	1066	1066.5239597540246
1067	1067	1067.6582513513351
1068	1068	1068.0966357811194
1069	1069	1069.8934723029836
1070	1070	1070.709056552256
1071	1071	1071.397892025625
1072	1072	1072.0713808676392
1073	1073	1073.5604436865358
1074	1074	1074.5063508353442
1075	1075	1075.7433966462656
1076	1076	1076.041800310062
1077	1077	1077.3685772952638
1078	1078	1078.5722462921092
1079	1079	1079.4239083368236
1080	1080	1080.9895335689826
1081	1081	1081.508964574183
1082	1082	1082.3345769899495
1083	1083	1083.135217390673
1084	1084	1084.8041234386917
1085	1085	1085.412684897613
1086	1086	1086.8972851888443
1087	1087	1087.9102549307547
1088	1088	1088.5116674711287
1089	1089	1089.3456110029433
1090	1090	1090.1827328736085
1091	1091	1091.363158447253
1092	1092	1092.6403188570894
1093	1093	1093.093906950919
1094	1094	1094.3987292621093
1095	1095	1095.7449423249461
1096	1096	1096.5250337152556
1097	1097	1097.510688424952
1098	1098	1098.5492905852
1099	1099	1099.410544673754
1100	1100	1100.8410182647206
1101	1101	1101.7533743204704
1102	1102	1102.7273359542219
1103	1103	1103.1737952030455
1104	1104	1104.7492369012978
1105	1105	1105.2988566520914
1106	1106	1106.8226305468013
1107	1107	1107.2658328781065
1108	1108	1108.5579649590416
1109	1109	1109.4549304358336
1110	1110	1110.3606314964272
1111	1111	1111.552251339791
1112	1112	1112.9756379280007
1113	1113	1113.9858608503323
1114	1114	1114.1310013451955
1115	1115	1115.5379840807166
1116	1116	1116.4216448568432
1117	1117	1117.1868420585308
1118	1118	1118.432112844729
1119	1119	1119.5708345580322
1120	1120	1120.4720950015528
1121	1121	1121.921752670148
1122	1122	1122.1502024887936
1123	1123	1123.662805825888
1124	1124	1124.2672593125674
1125	1125	1125.9550272078359
1126	1126	1126.508658847615
1127	1127	1127.6710595148886
1128	1128	1128.472526095835
1129	1129	1129.007372840101
1130	1130	1130.0531752703232
1131	1131	1131.5857739961737
1132	1132	1132.3382894068698
1133	1133	1133.8389785577672
1134	1134	1134.630482272729
1135	1135	1135.1511484184618
1136	1136	1136.6162758040684
1137	1137	1137.9360660615596
1138	1138	1138.1736460865743
